文本编号,单词数量-DESWC-03,句子数量-DESSC-02,年级,多样性-LDVOCDa（51）,密度-WRDFRQC（94）,复杂度-K1,复杂度-K2,复杂度-K3,复杂度-K4,复杂度-K5,复杂度-K6+,短语长度-SYNLE（69）,短语长度-SYNNP（70）,短语密度-DRNP（76）,短语密度-DRVP（77）,短语密度-DRPP（79）,句子长度-DESSL（06）,句子结构-DRPVAL（80）,句子结构-DRNEG（81）,句子结构-DRINF（83）,句法相似-SYNSTRUTa（74）,句法相似-SYNSTRUTt（75）,局部连贯-CRFAO1（29）,局部连贯-CRFSO1（30）,局部连贯-LSASS1(40),整体连贯-CRFAOa（32）,整体连贯-CRFSOa（33）,整体连贯-LSASSp（42）,整体连贯-LSAPP1（44）,整体连贯-LSAGN（46）,因果衔接-SMCAUSr-64,意图衔接-SMINTEr-65,时体衔接-SMTEMP-68,段落平均长度-DESPL-04,段落平均长度标准差-DESPLd-05
49.txt,213,16,3,69.84799957,2.246999979,88.479,5.991,3.226,1.382,0.922,0.0,2.187999964,0.597000003,384.9769897,276.9949951,79.81199646,13.5,9.390000343,14.08500004,28.16900063,0.119000003,0.122000001,0.666999996,0.200000003,0.149000004,0.800000012,0.151999995,0.150000006,0.573000014,0.294,0.090999998,0.181999996,0.800000012,8.0,1.414000034
5.txt,157,13,1,62.77099991,2.318000078,86.709,5.063,3.797,2.532,1.266,0.633,2.61500001,0.616999984,324.8410034,267.5159912,76.43299866,12.07699966,6.368999958,0.0,31.84700012,0.127000004,0.143999994,0.916999996,0.333000004,0.175999999,0.852999985,0.226999998,0.189999998,0.462000012,0.308999985,0.5,0.222000003,0.958000004,6.5,0.707000017
5.txt,144,11,2,117.9860001,2.095999956,76.389,13.194,6.944,1.389,0.694,1.388,4.81799984,0.783999979,361.1109924,201.3890076,90.27799988,13.0909996,0.0,6.943999767,27.77799988,0.141000003,0.115000002,0.400000006,0.100000001,0.115999997,0.254999995,0.072999999,0.123000003,0.293000013,0.231999993,0.25,0.42899999,1.0,5.5,2.121000051
5.txt,212,16,3,83.58799744,2.108999968,81.944,7.87,5.556,2.315,1.852,0.0,5.313000202,0.967000008,330.1889954,188.6790009,117.9250031,13.25,0.0,0.0,9.434000015,0.144999996,0.137999997,0.400000006,0.133000001,0.135000005,0.370999992,0.133000001,0.115999997,0.409000009,0.277999997,0.0,0.200000003,0.899999976,8.0,1.414000034
50.txt,205,11,1,87.6989975,2.267999887,88.889,6.763,3.865,0.0,0.483,0.0,3.454999924,0.772000015,331.7070007,253.6589966,107.3170013,18.72699928,4.877999783,9.755999565,24.38999939,0.078000002,0.088,0.699999988,0.0,0.094999999,0.726999998,0.072999999,0.120999999,0.43599999,0.232999995,0.600000024,0.42899999,0.699999988,5.5,2.121000051
50.txt,212,18,2,84.21600342,2.276000023,84.434,7.547,6.132,0.472,0.943,0.0,2.778000116,0.626999974,391.5090027,216.9810028,89.6230011,11.83300018,4.717000008,4.717000008,9.434000015,0.178000003,0.149000004,0.528999984,0.118000001,0.094999999,0.488000005,0.112000003,0.081,0.582000017,0.256000012,0.25,0.875,0.824000001,9.0,5.657000065
50.txt,198,14,3,79.41799927,2.427999973,89.95,7.035,1.005,0.503,1.005,0.0,4.856999874,0.643000007,318.1820068,257.5759888,85.85900116,14.14299965,10.10099983,10.10099983,20.20199966,0.164000005,0.129999995,0.462000012,0.153999999,0.064999998,0.423999995,0.118000001,0.104000002,0.246000007,0.272000015,0.300000012,0.5,0.808000028,7.0,2.828000069
51.txt,210,15,1,81.39800262,2.436000109,90.61,3.756,1.878,1.408,0.469,1.408,3.532999992,0.515999973,357.1430054,276.1900024,90.47599792,14.19999981,0.0,19.04800034,23.80999947,0.128000006,0.123000003,0.713999987,0.0,0.054000001,0.64200002,0.063000001,0.104999997,0.381999999,0.254000008,0.100000001,0.25,0.643000007,7.5,3.536000013
51.txt,139,12,2,104.9339981,2.256000042,82.143,7.857,3.571,4.286,2.143,0.0,4.583000183,0.711000025,359.7120056,201.4389954,79.13700104,11.58300018,0.0,0.0,7.193999767,0.090999998,0.122000001,0.455000013,0.273000002,0.098999999,0.400000006,0.077,0.07,0.26699999,0.197999999,0.273000002,0.42899999,0.908999979,6.0,4.243000031
51.txt,200,15,3,70.29199982,2.378999949,89.552,5.97,1.493,1.493,0.498,0.0,2.0,0.589999974,360.0,235.0,85.0,13.39999962,0.0,5.0,20.0,0.086000003,0.093999997,0.643000007,0.071000002,0.101000004,0.662999988,0.147,0.115999997,0.463,0.287999988,0.143000007,0.286000013,0.963999987,7.5,2.121000051
52.txt,190,14,1,106.663002,2.381000042,86.458,6.771,4.167,0.521,1.562,0.521,3.786000013,0.588999987,347.3680115,247.3679962,100.0,13.5710001,0.0,0.0,26.31599998,0.092,0.100000001,0.61500001,0.153999999,0.165999994,0.552999973,0.059,0.107000001,0.419,0.254999995,0.57099998,0.363999993,0.846000016,7.0,1.414000034
52.txt,145,9,2,111.1220016,2.270999908,83.673,8.163,2.721,3.401,1.361,0.0,2.111000061,0.681999981,351.723999,241.3789978,75.86199951,16.33300018,6.896999836,13.79300022,20.69000053,0.101000004,0.092,0.625,0.125,0.128000006,0.638999999,0.138999999,0.100000001,0.377999991,0.243000001,0.42899999,1.0,0.875,4.5,2.121000051
52.txt,197,16,3,80.40299988,2.239000082,85.052,8.247,4.124,0.515,1.546,0.515,2.312999964,0.763000011,345.178009,233.503006,86.29399872,12.31299973,0.0,0.0,20.30500031,0.160999998,0.119000003,0.600000024,0.133000001,0.126000002,0.523999989,0.143000007,0.112999998,0.488999993,0.261999995,0.286000013,0.375,0.899999976,8.0,2.828000069
53.txt,189,12,1,113.189003,2.453000069,89.418,7.407,1.058,0.529,1.058,0.529,5.166999817,0.603999972,317.4599915,253.9680023,89.9469986,15.83300018,0.0,10.58199978,26.45499992,0.149000004,0.119999997,0.635999978,0.181999996,0.066,0.55400002,0.185000002,0.114,0.501999974,0.256999999,0.42899999,0.713999987,0.726999998,6.0,0.0
53.txt,127,10,2,79.59300232,2.197999954,87.597,6.202,3.101,1.55,1.55,0.0,3.700000048,0.707000017,385.8269958,204.723999,141.7319946,12.69999981,0.0,7.874000072,23.62199974,0.119000003,0.131999999,0.333000004,0.111000001,0.138999999,0.377999991,0.022,0.093999997,0.222000003,0.191,0.400000006,0.333000004,0.888999999,5.0,1.414000034
53.txt,213,16,3,85.87799835,2.229000092,85.116,8.372,3.256,2.791,0.465,0.0,3.937999964,0.582000017,361.5020142,215.9620056,112.6760025,13.31299973,0.0,14.08500004,14.08500004,0.115999997,0.126000002,0.600000024,0.067000002,0.089000002,0.58099997,0.162,0.136000007,0.48300001,0.282999992,0.286000013,0.777999997,0.800000012,8.0,1.414000034
54.txt,191,11,1,79.01699829,2.338999987,90.155,4.663,4.145,0.518,0.518,0.0,4.09100008,0.713999987,314.1359863,303.6650085,89.00499725,17.54500008,0.0,10.47099972,36.64899826,0.107000001,0.098999999,0.600000024,0.100000001,0.096000001,0.726999998,0.164000005,0.150000006,0.476999998,0.266000003,0.286000013,0.444000006,0.75,5.5,0.707000017
54.txt,184,13,2,91.35700226,2.072999954,85.638,7.979,3.191,2.66,0.532,0.0,3.769000053,0.643000007,347.8259888,250.0,92.39099884,14.38500023,0.0,21.73900032,32.60900116,0.119999997,0.123999998,0.75,0.166999996,0.096000001,0.587000012,0.093000002,0.101999998,0.474000007,0.240999997,0.090999998,0.666999996,0.791999996,6.5,0.707000017
54.txt,205,15,3,85.2519989,2.357000113,89.268,7.317,1.951,0.976,0.488,0.0,3.0,0.800000012,282.927002,243.9019928,78.0490036,13.7329998,4.877999783,4.877999783,29.26799965,0.093000002,0.114,0.42899999,0.0,0.063000001,0.495000005,0.136999995,0.104999997,0.626999974,0.275000006,0.0,0.222000003,0.92900002,7.5,0.707000017
55.txt,275,22,1,86.85099792,2.260999918,87.097,8.602,1.434,0.717,1.792,0.0,3.635999918,0.721000016,363.6359863,207.272995,101.8180008,12.5909996,7.272999763,14.54500008,3.635999918,0.108999997,0.115999997,0.42899999,0.189999998,0.127000004,0.479000002,0.158000007,0.096000001,0.560000002,0.287999988,0.166999996,0.100000001,0.833000004,11.0,5.657000065
55.txt,162,15,2,102.0830002,2.351000071,88.344,6.135,3.067,1.227,1.227,0.0,3.332999945,0.674000025,314.8150024,265.4320068,92.59300232,10.93299961,6.172999859,12.34599972,37.03699875,0.149000004,0.147,0.57099998,0.0,0.137999997,0.526000023,0.032000002,0.126000002,0.405000001,0.296999991,0.111000001,0.5,0.856999993,7.5,3.536000013
55.txt,171,17,3,100.2220001,2.24000001,85.294,7.059,5.882,0.588,1.176,0.0,3.29399991,0.666999996,304.0939941,251.4620056,76.02300262,10.17599964,0.0,11.6960001,17.54400063,0.175999999,0.181999996,0.437999994,0.187999994,0.120999999,0.538999975,0.112999998,0.111000001,0.465999991,0.268000007,0.363999993,0.300000012,0.75,8.5,2.121000051
56.txt,189,12,1,72.25299835,2.296000004,84.817,9.424,2.618,1.047,1.047,0.524,5.083000183,0.433999985,312.1690063,301.5870056,74.0739975,15.83300018,5.290999889,5.290999889,5.290999889,0.127000004,0.123000003,0.908999979,0.090999998,0.162,0.846000016,0.137999997,0.185000002,0.430000007,0.27700001,0.222000003,0.286000013,0.818000019,6.0,0.0
56.txt,189,13,2,118.5780029,2.11500001,82.199,7.853,5.759,2.618,0.524,1.047,5.153999805,0.920000017,322.7510071,243.3860016,95.23799896,14.53800011,0.0,15.87300014,15.87300014,0.097000003,0.104000002,0.5,0.25,0.093999997,0.479999989,0.147,0.093999997,0.414000005,0.241999999,0.25,0.5,1.0,6.5,3.536000013
56.txt,203,15,3,81.6269989,2.22300005,84.135,8.173,5.288,0.481,0.962,0.0,5.0,0.708999991,310.3450012,270.9360046,83.7440033,13.53299999,9.852000237,0.0,24.63100052,0.130999997,0.126000002,0.57099998,0.214000002,0.115000002,0.504999995,0.094999999,0.086999997,0.30399999,0.226999998,0.400000006,0.666999996,0.856999993,7.5,2.121000051
57.txt,185,16,1,82.22200012,2.388999939,91.444,5.348,1.07,1.07,1.07,0.0,3.437999964,0.754999995,335.1350098,172.9730072,124.3239975,11.56299973,5.40500021,10.81099987,0.0,0.157000005,0.166999996,0.400000006,0.133000001,0.107000001,0.486000001,0.180999994,0.122000001,0.714999974,0.296000004,0.0,0.42899999,0.933000028,8.0,1.414000034
57.txt,136,14,2,81.41600037,2.302999973,83.824,8.824,3.676,2.206,1.471,0.0,2.213999987,0.614000022,382.3529968,227.9409943,95.58799744,9.713999748,0.0,0.0,14.70600033,0.129999995,0.137999997,0.61500001,0.307999998,0.082999997,0.375999987,0.200000003,0.078000002,0.345999986,0.246999994,0.0,0.0,0.88499999,7.0,2.828000069
57.txt,217,13,3,62.2840004,2.298000097,87.5,6.019,3.704,1.852,0.926,0.0,5.0,0.763999999,290.322998,253.4559937,92.16600037,16.7689991,4.607999802,4.607999802,18.43300056,0.108000003,0.105999999,0.75,0.333000004,0.163000003,0.587000012,0.239999995,0.152999997,0.433999985,0.286000013,0.333000004,0.600000024,0.833000004,6.5,0.707000017
58.txt,166,10,1,73.27200317,2.111999989,76.647,17.964,2.994,1.198,1.198,0.0,3.700000048,0.646000028,367.4700012,246.9880066,102.4100037,16.60000038,12.04800034,0.0,36.14500046,0.123999998,0.096000001,0.777999997,0.222000003,0.142000005,0.73299998,0.156000003,0.169,0.444999993,0.256000012,0.166999996,0.42899999,0.944000006,5.0,0.0
58.txt,171,12,2,48.20000076,2.273000002,88.439,7.514,2.89,0.578,0.578,0.0,3.832999945,0.639999986,321.6369934,245.6139984,111.1110001,14.25,5.84800005,11.6960001,17.54400063,0.145999998,0.151999995,0.635999978,0.090999998,0.125,0.537999988,0.046,0.119000003,0.419,0.264999986,0.200000003,0.200000003,0.818000019,6.0,0.0
58.txt,220,16,3,90.45899963,2.375999928,86.636,5.53,5.53,1.382,0.0,0.0,3.312999964,0.82099998,331.8179932,245.4550018,90.90899658,13.75,0.0,13.63599968,18.18199921,0.143999994,0.128999993,0.666999996,0.133000001,0.093000002,0.723999977,0.200000003,0.135000005,0.395999998,0.307000011,0.100000001,0.111000001,0.933000028,8.0,2.828000069
59.txt,240,20,1,92.2440033,2.328000069,85.537,7.438,4.132,1.653,0.826,0.413,3.700000048,0.680000007,358.3330078,204.1670074,116.6669998,12.0,0.0,4.166999817,12.5,0.151999995,0.151999995,0.526000023,0.263000011,0.130999997,0.400000006,0.116999999,0.105999999,0.367000014,0.273000002,0.143000007,0.071000002,0.867999971,10.0,1.414000034
59.txt,208,13,2,80.43099976,2.306999922,86.538,6.731,2.885,1.923,1.923,0.0,3.769000053,0.620999992,302.8850098,254.8079987,62.5,16.0,0.0,0.0,19.2310009,0.138999999,0.133000001,0.416999996,0.333000004,0.182999998,0.573000014,0.147,0.151999995,0.209999993,0.261000007,0.375,0.555999994,0.916999996,6.5,2.121000051
59.txt,191,16,3,77.72399902,2.448999882,87.302,9.524,1.058,0.529,0.529,0.0,3.187999964,0.635999978,329.8429871,235.602005,94.24099731,11.93799973,0.0,0.0,20.94199944,0.136000007,0.138999999,0.333000004,0.067000002,0.061000001,0.467000008,0.133000001,0.088,0.455000013,0.264999986,0.625,1.0,0.73299998,8.0,1.414000034
6.txt,158,13,1,70.61799622,2.328000069,88.679,6.289,1.887,1.258,1.258,0.629,2.923000097,0.787,316.4559937,259.493988,75.9489975,12.15400028,0.0,0.0,31.64599991,0.180000007,0.152999997,0.583000004,0.0,0.130999997,0.693000019,0.093000002,0.135000005,0.50999999,0.264999986,0.375,0.077,0.791999996,6.5,4.949999809
6.txt,125,11,2,109.2600021,2.346999884,88.71,4.839,4.032,1.613,0.806,0.0,2.364000082,0.589999974,376.0,216.0,80.0,11.27299976,0.0,8.0,24.0,0.128000006,0.135000005,0.300000012,0.200000003,0.088,0.254999995,0.055,0.064000003,0.377999991,0.209000006,0.166999996,0.5,0.949999988,5.5,2.121000051
6.txt,197,17,3,91.10399628,2.279999971,88.889,5.556,3.535,2.02,0.0,0.0,2.118000031,0.644999981,345.178009,284.2640076,55.83800125,11.76500034,5.076000214,20.30500031,30.45700073,0.166999996,0.162,0.375,0.187999994,0.123000003,0.36500001,0.112999998,0.115000002,0.495000005,0.312999994,0.125,0.5,0.938000023,8.5,2.121000051
60.txt,173,12,1,79.30899811,2.275000095,85.714,6.857,4.571,1.143,1.714,0.0,3.667000055,0.603999972,352.6010132,236.9940033,98.26599884,14.41699982,0.0,0.0,17.3409996,0.148000002,0.109999999,0.363999993,0.0,0.109999999,0.61500001,0.077,0.126000002,0.340000004,0.246999994,0.200000003,0.5,1.0,6.0,2.828000069
60.txt,147,9,2,74.69000244,2.213999987,84.564,8.054,2.013,2.013,1.342,1.342,4.222000122,0.810000002,346.9389954,224.4900055,115.6460037,16.33300018,0.0,6.802999973,27.21100044,0.096000001,0.092,0.5,0.0,0.056000002,0.444000006,0.166999996,0.125,0.171000004,0.203999996,0.0,0.800000012,0.813000023,4.5,0.707000017
60.txt,207,15,3,56.79899979,2.349999905,86.603,7.177,4.785,0.0,0.957,0.478,3.066999912,0.737999976,352.6570129,246.3769989,86.95700073,13.86699963,0.0,4.830999851,33.81600189,0.150000006,0.119000003,0.713999987,0.286000013,0.096000001,0.588999987,0.167999998,0.086999997,0.508000016,0.263999999,0.5,0.166999996,0.75,7.5,2.121000051
61.txt,196,14,1,67.5739975,2.308000088,89.447,4.523,4.02,0.503,1.508,0.0,4.928999901,0.623000026,321.4289856,244.897995,137.7550049,14.0,20.40800095,5.102000237,20.40800095,0.086000003,0.093999997,0.462000012,0.153999999,0.103,0.375999987,0.141000003,0.108000003,0.493000001,0.268999994,0.0,0.375,0.88499999,7.0,2.828000069
61.txt,236,18,2,69.23999786,2.305000067,87.764,5.485,4.641,1.266,0.844,0.0,3.167000055,0.777999997,372.881012,203.3899994,114.4069977,13.11100006,0.0,0.0,21.18600082,0.120999999,0.138999999,0.588,0.352999985,0.136000007,0.400000006,0.184,0.131999999,0.552999973,0.289000005,0.0,0.666999996,0.824000001,9.0,2.828000069
61.txt,187,13,3,89.82800293,2.118999958,80.526,8.421,6.316,1.053,1.579,0.526,4.385000229,0.855000019,342.2460022,219.2510071,96.25700378,14.53800011,10.69499969,21.38999939,0.0,0.112000003,0.112000003,0.583000004,0.082999997,0.101000004,0.652999997,0.200000003,0.148000002,0.462000012,0.273999989,0.0,0.5,0.916999996,6.5,2.121000051
62.txt,154,13,1,100.6029968,2.453999996,90.968,5.161,2.581,0.645,0.0,0.645,3.38499999,0.405000001,318.1820068,259.7399902,58.44200134,11.92300034,0.0,19.4810009,19.4810009,0.133000001,0.136999995,0.583000004,0.082999997,0.136000007,0.479999989,0.079999998,0.101000004,0.340000004,0.248999998,0.666999996,0.333000004,0.791999996,6.5,2.121000051
62.txt,193,13,2,89.74199677,2.325999975,89.583,4.688,4.688,0.0,0.521,0.521,4.230999947,0.625,383.4200134,248.7050018,98.44599915,14.92300034,0.0,5.181000233,15.54399967,0.100000001,0.097999997,0.75,0.333000004,0.126000002,0.453000009,0.172999993,0.100000001,0.529999971,0.272000015,0.143000007,0.166999996,0.875,6.5,3.536000013
62.txt,225,10,3,99.2009964,1.889000058,77.928,9.459,6.306,2.252,0.45,1.351,8.399999619,0.904999971,337.7780151,200.0,137.7779999,22.5,4.443999767,0.0,22.22200012,0.082999997,0.089000002,0.666999996,0.333000004,0.141000003,0.711000025,0.356000006,0.160999998,0.485000014,0.25,0.111000001,1.0,0.888999999,5.0,1.414000034
63.txt,239,10,1,79.2559967,2.390000105,90.496,6.198,2.066,1.24,0.0,0.0,6.099999905,0.647000015,338.9119873,242.6779938,83.68199921,24.29999924,0.0,16.73600006,33.47299957,0.075999998,0.077,0.888999999,0.555999994,0.234999999,0.977999985,0.555999994,0.231000006,0.629999995,0.314999998,0.666999996,0.5,0.944000006,5.0,0.0
63.txt,172,13,2,77.66699982,2.35800004,87.356,8.046,3.448,0.575,0.575,0.0,2.154000044,0.661000013,372.0929871,244.1860046,93.02300262,13.23099995,0.0,0.0,17.44199944,0.101999998,0.128000006,0.666999996,0.166999996,0.142000005,0.626999974,0.147,0.150000006,0.319000006,0.282000005,0.75,0.100000001,0.916999996,6.5,0.707000017
63.txt,212,17,3,92.59700012,2.388999939,89.952,3.349,3.828,0.957,0.478,0.478,4.587999821,0.638999999,386.7919922,198.1130066,84.90599823,12.64700031,0.0,18.86800003,14.15100002,0.156000003,0.175999999,0.75,0.063000001,0.128000006,0.69599998,0.122000001,0.128000006,0.589999974,0.291999996,0.166999996,0.25,0.938000023,8.5,0.707000017
64.txt,195,15,1,86.58799744,2.397000074,87.565,9.326,1.036,0.518,0.518,0.518,2.933000088,0.635999978,338.4620056,241.026001,87.17900085,13.06700039,0.0,10.25599957,20.51300049,0.130999997,0.128000006,0.643000007,0.071000002,0.063000001,0.611000001,0.126000002,0.066,0.606999993,0.25,0.25,0.111000001,0.82099998,7.5,0.707000017
64.txt,143,10,2,88.59600067,2.335000038,88.966,5.517,0.69,1.379,0.69,0.69,5.300000191,0.458000004,384.6149902,216.7830048,97.90200043,14.30000019,6.993000031,0.0,6.993000031,0.126000002,0.136999995,0.444000006,0.111000001,0.126000002,0.488999993,0.067000002,0.111000001,0.344999999,0.246999994,0.5,0.375,0.666999996,5.0,1.414000034
64.txt,193,16,3,85.00900269,2.124000072,82.474,6.186,6.186,3.093,0.515,0.0,2.812999964,0.578000009,393.7820129,227.9790039,134.7149963,12.06299973,0.0,10.36299992,15.54399967,0.158000007,0.143000007,0.467000008,0.067000002,0.090999998,0.495000005,0.075999998,0.098999999,0.432999998,0.230000004,0.166999996,0.231000006,0.899999976,8.0,1.414000034
65.txt,237,20,1,93.72799683,2.308000088,87.342,6.751,2.11,1.688,1.266,0.422,3.5,0.593999982,308.0169983,244.7259979,80.16899872,11.94999981,0.0,8.43900013,8.43900013,0.180000007,0.187999994,0.684000015,0.0,0.079999998,0.662,0.068999998,0.097999997,0.363999993,0.25999999,0.333000004,0.153999999,0.788999975,10.0,1.414000034
65.txt,223,16,2,110.4309998,1.93900001,76.126,8.559,7.207,3.153,1.351,3.153,5.0,0.814999998,336.322998,233.1840057,98.65499878,14.06299973,13.45300007,13.45300007,13.45300007,0.101999998,0.112000003,0.333000004,0.067000002,0.072999999,0.381000012,0.048,0.068999998,0.361999989,0.206,0.090999998,0.273000002,0.899999976,8.0,5.657000065
65.txt,232,21,3,74.4509964,2.471999884,92.275,3.863,0.858,1.288,0.858,0.0,3.762000084,0.545000017,383.6210022,250.0,73.27600098,11.14299965,0.0,12.93099976,25.86199951,0.204999998,0.177000001,0.550000012,0.050000001,0.112999998,0.400000006,0.064999998,0.079000004,0.432000011,0.250999987,0.375,0.416999996,0.824999988,10.5,0.707000017
66.txt,232,16,1,86.97299957,2.440999985,87.983,7.725,2.575,0.429,0.858,0.429,3.75,0.493000001,344.8280029,254.3099976,103.447998,14.56299973,0.0,4.309999943,21.55200005,0.108000003,0.130999997,0.800000012,0.067000002,0.098999999,0.800000012,0.104999997,0.115000002,0.460999995,0.275999993,0.444000006,0.545000017,0.666999996,8.0,1.414000034
66.txt,143,8,2,76.91600037,2.447000027,86.806,8.333,2.778,0.694,0.694,0.0,3.0,0.605000019,293.7059937,258.7409973,62.93700027,17.875,13.98600006,6.993000031,20.97900009,0.103,0.107000001,0.713999987,0.42899999,0.127000004,0.786000013,0.393000007,0.172999993,0.270000011,0.229000002,1.0,0.713999987,0.856999993,4.0,2.828000069
66.txt,197,20,3,108.3860016,2.259000063,83.582,7.96,5.97,1.99,0.0,0.498,2.75,0.666999996,299.4920044,274.1119995,86.29399872,9.899999619,0.0,15.22799969,35.53300095,0.203999996,0.193000004,0.263000011,0.052999999,0.109999999,0.344999999,0.068999998,0.086999997,0.391000003,0.256000012,0.077,0.100000001,0.842000008,10.0,1.414000034
67.txt,258,23,1,74.19999695,2.181999922,86.973,6.513,3.448,1.916,0.383,0.766,2.477999926,0.726999998,333.3330078,248.0619965,96.89900208,11.26099968,3.875999928,3.875999928,7.751999855,0.156000003,0.158999994,0.591000021,0.181999996,0.125,0.549000025,0.057,0.092,0.550999999,0.252999991,0.0,0.100000001,0.908999979,11.5,0.707000017
67.txt,140,10,2,87.48400116,2.026000023,83.099,8.451,2.113,1.408,2.817,2.112,3.0,0.600000024,442.8569946,200.0,135.7140045,14.10000038,0.0,7.143000126,0.0,0.172000006,0.173999995,0.777999997,0.222000003,0.178000003,0.73299998,0.156000003,0.156000003,0.296000004,0.246000007,0.125,0.375,1.0,5.0,1.414000034
67.txt,200,11,3,84.78099823,1.978999972,80.392,6.863,4.902,3.922,2.941,0.98,5.09100008,0.981999993,320.0,195.0,90.0,18.18199921,5.0,10.0,10.0,0.063000001,0.100000001,0.699999988,0.0,0.120999999,0.763999999,0.217999995,0.201000005,0.349999994,0.27700001,0.143000007,0.166999996,1.0,5.5,2.121000051
68.txt,203,20,1,68.87400055,2.434000015,87.745,8.333,2.451,0.49,0.49,0.49,2.700000048,0.63499999,359.6059875,295.5669861,83.7440033,10.19999981,4.926000118,9.852000237,49.26100159,0.178000003,0.187999994,0.526000023,0.104999997,0.082000002,0.455000013,0.041000001,0.075000003,0.412999988,0.246999994,0.082999997,0.063000001,0.842000008,10.0,4.243000031
68.txt,158,14,2,68.59999847,2.438999891,90.625,6.875,1.25,0.625,0.625,0.0,3.357000113,0.509000003,411.3919983,234.177002,107.5950012,11.28600025,0.0,6.328999996,25.31599998,0.148000002,0.128000006,0.537999988,0.077,0.108999997,0.564999998,0.082000002,0.093999997,0.361999989,0.250999987,0.100000001,0.25,0.922999978,7.0,2.828000069
68.txt,249,14,3,94.06400299,1.945000052,75.0,9.524,10.317,3.968,1.19,0.0,5.071000099,0.971000016,313.2529907,204.8190002,92.3690033,17.85700035,0.0,0.0,12.04800034,0.097999997,0.097999997,0.537999988,0.307999998,0.114,0.611999989,0.282000005,0.151999995,0.583999991,0.275999993,0.25,0.57099998,1.0,7.0,0.0
69.txt,234,14,1,89.41100311,2.243000031,85.106,7.234,5.532,0.851,0.426,0.426,3.928999901,0.72299999,333.3330078,252.1369934,76.92299652,16.7140007,0.0,4.274000168,29.91500092,0.105999999,0.107000001,0.462000012,0.231000006,0.123000003,0.435000002,0.141000003,0.083999999,0.446999997,0.252000004,0.57099998,0.333000004,0.768999994,7.0,2.828000069
69.txt,149,9,2,80.43699646,2.40899992,87.333,8.667,0.0,2.0,1.333,0.0,5.888999939,0.56099999,335.5700073,234.8990021,80.53700256,16.77799988,0.0,20.13400078,6.710999966,0.112999998,0.098999999,1.0,0.25,0.138999999,1.0,0.25,0.178000003,0.416999996,0.252999991,0.75,0.333000004,1.0,4.5,0.707000017
69.txt,278,14,3,87.94000244,2.046000004,80.851,8.511,3.191,4.61,1.418,1.419,6.0,0.97299999,323.7409973,223.0220032,107.9140015,20.2140007,7.193999767,7.193999767,17.98600006,0.118000001,0.103,0.61500001,0.077,0.112999998,0.671000004,0.165000007,0.120999999,0.456,0.263000011,0.333000004,0.333000004,0.962000012,7.0,0.0
7.txt,147,10,1,86.15299988,2.328000069,90.604,6.711,1.342,0.671,0.671,0.0,6.599999905,0.57099998,360.5440063,244.897995,102.0410004,14.69999981,0.0,0.0,13.60499954,0.224999994,0.178000003,0.888999999,0.111000001,0.140000001,0.755999982,0.067000002,0.120999999,0.35800001,0.246999994,0.625,0.333000004,1.0,5.0,0.0
7.txt,111,10,2,93.81800079,2.355000019,86.486,5.405,5.405,1.802,0.901,0.0,4.199999809,0.666999996,369.368988,207.2070007,72.0719986,10.89999962,0.0,9.008999825,9.008999825,0.165000007,0.172000006,0.666999996,0.111000001,0.090999998,0.600000024,0.044,0.085000001,0.425000012,0.202999994,0.25,0.300000012,0.944000006,5.0,2.828000069
7.txt,212,10,3,102.0680008,2.160000086,84.186,6.512,6.977,1.395,0.93,0.0,4.400000095,0.772000015,306.6040039,226.4149933,99.05699921,21.29999924,4.717000008,18.86800003,28.30200005,0.082999997,0.081,0.777999997,0.111000001,0.163000003,0.822000027,0.111000001,0.179000005,0.456999987,0.275999993,0.42899999,0.143000007,1.0,5.0,0.0
70.txt,192,14,1,89.10099792,2.361999989,89.175,5.155,3.093,1.031,1.031,0.515,3.286000013,0.712000012,354.1669922,218.75,67.70800018,13.71399975,0.0,0.0,15.625,0.093999997,0.103,0.691999972,0.077,0.101000004,0.552999973,0.118000001,0.100000001,0.437999994,0.245000005,0.166999996,0.090999998,0.922999978,7.0,1.414000034
70.txt,163,11,2,73.67700195,2.177000046,85.455,7.879,2.424,1.818,1.818,0.606,4.272999763,0.72299999,361.9630127,184.048996,104.2939987,14.81799984,0.0,0.0,12.27000046,0.116999999,0.115000002,0.899999976,0.200000003,0.151999995,0.926999986,0.108999997,0.167999998,0.340000004,0.248999998,0.333000004,0.333000004,0.800000012,5.5,0.707000017
70.txt,268,15,3,99.46800232,1.886999965,77.122,10.701,7.749,2.952,1.476,0.0,4.867000103,0.862999976,361.9400024,201.4929962,123.1340027,17.86700058,3.730999947,7.462999821,14.92500019,0.142000005,0.122000001,0.57099998,0.0,0.123999998,0.578999996,0.126000002,0.142000005,0.419999987,0.254999995,0.166999996,0.5,0.893000007,7.5,2.121000051
71.txt,185,13,1,103.8310013,2.190999985,81.283,12.299,3.209,1.07,1.07,0.535,3.538000107,0.783999979,329.730011,210.8110046,102.7030029,14.15400028,5.40500021,5.40500021,5.40500021,0.119999997,0.119000003,0.666999996,0.082999997,0.127000004,0.587000012,0.147,0.120999999,0.344000012,0.245000005,0.713999987,0.333000004,0.875,6.5,2.121000051
